game_no,Home_team,Away_team,half_time_score,home_score,away_score,home_odds,draw_odds,away_odds,game_id,outcome,home_wins,draws_no,away_wins,game_count,1/2
2,AST,MCI,1-0,2,0,2.5,3.8,2.6,10,1,3,2,2,7,1
3,BUR,FUL,2-0,6,1,2.4,3.55,2.9,73,1,1,4,1,6,1
4,CRY,MUN,1-0,2,1,2.9,3.9,2.25,316,1,1,2,1,4,1
5,EVE,TOT,0-0,0,1,2.75,3.55,2.5,45,2,2,3,2,7,1
6,LUT,NOT,1-0,2,0,2.4,3.65,2.85,16,1,4,1,1,6,1
7,NEW,CHE,2-0,3,2,2.18,3.8,3.1,353,1,1,2,1,4,1
8,SHU,BRE,0-3,2,4,2.85,3.35,2.55,284,2,2,2,2,6,1
9,WHU,BHA,0-0,3,0,2.45,3.6,2.8,59,1,2,2,3,7,1
10,WOL,BOU,0-0,2,0,1.85,3.7,4.25,227,1,3,2,0,5,1
1,BHA,NOT,0-0,2,1,1.48,4.7,6.25,62,1,4,3,1,8,1
2,BRE,LUT,0-1,0,2,1.76,3.75,4.75,118,2,3,3,2,8,1
3,BUR,SHU,0-0,1,0,2.17,3.5,3.35,145,1,2,2,1,5,1
4,CHE,EVE,0-0,5,0,1.73,3.95,4.65,136,1,5,0,2,7,1
5,FUL,AST,2-1,2,2,3.25,3.7,2.14,313,x,0,3,1,4,0
6,LIV,BOU,0-1,1,2,1.38,5.25,7.5,279,2,5,0,2,7,1
7,MCI,NEW,0-1,7,2,1.87,4.1,3.75,85,1,4,1,1,6,1
8,MUN,WOL,0-0,2,1,1.57,4.5,5.5,26,1,6,1,1,8,1
9,TOT,ARS,3-0,4,2,2.3,3.85,2.85,209,1,2,0,2,4,1
10,WHU,CRY,0-1,1,3,1.88,3.85,3.95,159,2,3,2,1,6,1
1,BHA,BRE,1-0,2,0,1.75,3.85,4.7,354,1,2,0,1,3,1
2,BOU,TOT,1-2,2,4,3.9,3.8,1.89,32,2,3,1,3,7,1
3,BUR,LUT,0-3,0,3,2.08,3.55,3.55,256,2,4,0,3,7,1
4,CHE,ARS,1-0,1,2,2.19,3.85,3.05,33,2,6,1,2,9,1
5,CRY,NOT,1-0,2,1,1.8,4.05,4.1,303,1,2,1,1,4,1
6,EVE,NEW,0-2,0,3,2.8,3.55,2.45,194,2,3,0,2,5,1
7,FUL,MCI,1-0,4,1,4.0,4.1,1.81,265,1,2,1,1,4,1
8,LIV,MUN,0-1,0,1,2.07,4.3,3.05,148,2,0,2,3,5,1
9,SHU,AST,0-1,3,2,3.75,3.7,1.96,158,1,3,0,3,6,1
10,WHU,WOL,0-0,1,1,1.81,3.85,4.3,110,x,2,4,1,7,0
1,AST,LUT,0-0,0,0,1.45,4.65,7.0,204,x,3,2,1,6,0
2,BHA,BUR,0-0,2,0,1.48,4.5,6.5,31,1,4,0,0,4,1
3,BOU,CHE,1-0,2,0,4.2,3.85,1.82,88,1,2,2,5,9,1
4,BRE,CRY,0-0,1,1,2.21,3.5,3.25,285,x,2,1,3,6,0
5,FUL,SHU,0-0,0,1,1.97,3.65,3.75,296,2,1,0,2,3,1
6,MCI,EVE,0-1,2,1,1.58,4.35,5.5,246,1,2,1,0,3,1
7,MUN,TOT,0-0,0,3,1.98,4.1,3.35,114,2,3,1,1,5,1
8,NEW,ARS,0-1,2,2,2.25,3.8,2.95,266,x,3,1,3,7,0
9,WHU,LIV,1-0,2,0,2.35,3.95,2.75,68,1,5,0,2,7,1
10,WOL,NOT,0-1,0,2,1.93,3.8,3.75,152,2,2,2,2,6,1
1,ARS,EVE,2-0,5,0,1.66,4.1,4.95,248,1,3,0,1,4,1
2,BHA,AST,1-0,2,0,2.08,3.75,3.35,193,1,6,1,3,10,1
3,BOU,NEW,0-0,1,0,4.05,3.8,1.86,51,1,1,1,5,7,1
4,BRE,WOL,1-1,2,2,2.12,3.45,3.5,282,x,5,2,2,9,0
5,CHE,MUN,1-0,2,0,2.06,4.0,3.2,286,1,1,1,1,3,1
6,CRY,BUR,0-0,0,0,1.79,3.85,4.35,13,x,4,3,2,9,0
7,LUT,FUL,1-3,1,5,2.55,3.5,2.7,283,2,2,1,1,4,1
8,NOT,LIV,2-1,2,3,3.55,4.25,1.88,78,2,1,4,2,7,1
9,SHU,MCI,1-0,1,2,4.7,4.15,1.69,315,2,1,2,3,6,1
10,WHU,TOT,1-1,3,1,2.35,3.7,2.85,292,1,1,4,2,7,1
1,AST,CRY,2-0,2,0,1.75,4.05,4.45,1,1,3,0,1,4,1
2,BOU,EVE,0-0,0,1,3.0,3.4,2.4,154,2,0,2,2,4,1
3,FUL,BHA,0-1,1,1,3.4,3.7,2.08,260,x,3,1,3,7,0
4,LIV,BRE,2-0,3,0,1.67,4.25,4.7,208,1,3,1,0,4,1
5,LUT,SHU,1-0,1,1,2.3,3.45,3.1,75,x,1,2,1,4,0
6,MCI,ARS,1-0,1,0,1.97,4.05,3.45,113,1,1,1,0,2,1
7,MUN,NEW,0-3,1,3,2.04,4.05,3.25,251,2,0,2,2,4,1
8,TOT,NOT,1-0,4,1,1.48,4.8,6.0,29,1,2,4,1,7,1
9,WHU,CHE,0-0,3,0,2.5,3.65,2.7,355,1,1,2,1,4,1
